"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pr.pt.occupancy","grouped_pr.n.nonzero.pts","gene","sig"
"TPST2",1.91029441309635e-07,0.670758845286513,0.396,0.28,0.00505941475308568,0.307125307125307,11,0.4375,4,"TPST2","p_val_adj<0.05"
"ASTN2",1.91226058408178e-07,1.01367627323652,0.145,0.056,0.00506462215694059,0.731543624161074,7,0.517241379310345,5,"ASTN2","p_val_adj<0.05"
"NAGPA",1.91702750938236e-07,-0.697709962719047,0.104,0.196,0.00507724735859918,0.457943925233645,8,0.465346534653465,4,"NAGPA","p_val_adj<0.05"
"ERN1",1.92731813503826e-07,0.400026318437684,0.434,0.313,0.00510450208064883,0.446188340807175,10,0.484472049689441,6,"ERN1","p_val_adj<0.05"
"MRPS26",1.92971578048107e-07,-0.302894325655431,0.602,0.707,0.00511085224460412,0.343042071197411,12,0.403846153846154,5,"MRPS26","p_val_adj<0.05"
"SETD4",1.94535585321988e-07,0.591538461492596,0.352,0.221,0.00515227497725284,0.332409972299169,11,0.403508771929825,4,"SETD4","p_val_adj<0.05"
"SEPT1",1.95999042106385e-07,-0.651680359004814,0.072,0.157,0.00519103463018762,0.310810810810811,8,0.62962962962963,4,"SEPT1","p_val_adj<0.05"
"USF2",1.97332887963638e-07,-0.389615827559486,0.342,0.474,0.00522636153771696,0.364672364672365,11,0.467213114754098,5,"USF2","p_val_adj<0.05"
"C1orf50",1.982734012498e-07,-0.61479527552517,0.192,0.305,0.00525127103210095,0.355329949238579,9,0.388535031847134,5,"C1orf50","p_val_adj<0.05"
"NEU1",2.00256347695283e-07,-0.359173390572376,0.607,0.715,0.00530378936870956,0.365971107544141,11,0.402173913043478,5,"NEU1","p_val_adj<0.05"
"NME1",2.01115520327324e-07,0.477483701223768,0.642,0.569,0.00532654455586919,0.33535660091047,11,0.36518771331058,5,"NME1","p_val_adj<0.05"
"ARHGAP39",2.01253301868348e-07,0.551690618559116,0.265,0.15,0.00533019369998319,0.680147058823529,9,0.441558441558442,4,"ARHGAP39","p_val_adj<0.05"
"XRN1",2.02088250267924e-07,-0.529849957023797,0.322,0.452,0.00535230730834598,0.386706948640483,9,0.44206008583691,6,"XRN1","p_val_adj<0.05"
"CBLB",2.02763594941245e-07,0.546314330604605,0.295,0.179,0.00537019381201887,0.402640264026403,9,0.358695652173913,5,"CBLB","p_val_adj<0.05"
"TMEM126A",2.03708454385438e-07,-0.665884905939219,0.332,0.456,0.00539521841439832,0.407624633431085,9,0.382978723404255,6,"TMEM126A","p_val_adj<0.05"
"CSE1L",2.03762053770155e-07,-0.579231069700892,0.398,0.522,0.00539663799410257,0.36919315403423,9,0.37546468401487,5,"CSE1L","p_val_adj<0.05"
"ODF2L",2.04592789117936e-07,0.718346572816592,0.665,0.623,0.00541864001978852,0.412884333821376,12,0.414330218068536,6,"ODF2L","p_val_adj<0.05"
"HNRNPF",2.04788369216469e-07,0.433664926866027,0.792,0.759,0.00542381995869817,0.337023370233702,11,0.375959079283887,6,"HNRNPF","p_val_adj<0.05"
"LIN7C",2.04822090075849e-07,-0.359111716762099,0.381,0.522,0.00542471305565887,0.332480818414322,10,0.379182156133829,5,"LIN7C","p_val_adj<0.05"
"AKT1",2.08863848314276e-07,-0.314654497275563,0.43,0.583,0.0055317590226036,0.380090497737557,10,0.433333333333333,5,"AKT1","p_val_adj<0.05"
"PDLIM7",2.09467895497923e-07,-0.399633501374279,0.196,0.32,0.00554775721226249,0.308457711442786,10,0.351515151515152,6,"PDLIM7","p_val_adj<0.05"
"ATF6",2.11117703719571e-07,-0.412858397314704,0.532,0.649,0.00559145238301283,0.315018315018315,10,0.377245508982036,5,"ATF6","p_val_adj<0.05"
"MPDZ",2.11127001115438e-07,0.614950735399904,0.235,0.122,0.00559169862454238,0.717842323651452,8,0.619047619047619,4,"MPDZ","p_val_adj<0.05"
"CLDN12",2.12623478742273e-07,0.44447582122795,0.291,0.165,0.00563133283448909,0.377926421404682,8,0.494117647058824,6,"CLDN12","p_val_adj<0.05"
"PPP1R7",2.13287443949842e-07,0.451251565483926,0.647,0.544,0.00564891795301157,0.394578313253012,12,0.389285714285714,6,"PPP1R7","p_val_adj<0.05"
"C12orf45",2.15086563461745e-07,0.640558012199764,0.471,0.355,0.00569656763328432,0.533057851239669,10,0.53551912568306,6,"C12orf45","p_val_adj<0.05"
"DAPK3",2.16253183781843e-07,-0.772184772060855,0.313,0.421,0.00572746557246212,0.311526479750779,9,0.43778801843318,6,"DAPK3","p_val_adj<0.05"
"ZMYM6",2.17141848297809e-07,-0.643810072048642,0.152,0.26,0.00575100185216748,0.378205128205128,10,0.417910447761194,5,"ZMYM6","p_val_adj<0.05"
"TAF12",2.17726694234478e-07,-0.346420993402325,0.427,0.561,0.00576649149680016,0.343963553530752,11,0.422145328719723,6,"TAF12","p_val_adj<0.05"
"TRIM7",2.19225791399018e-07,1.60804176061464,0.189,0.091,0.00580619508520298,0.319587628865979,8,0.404255319148936,5,"TRIM7","p_val_adj<0.05"
"CCDC167",2.22380484353143e-07,-0.347797286066823,0.284,0.406,0.00588974712809299,0.356164383561644,11,0.464114832535885,4,"CCDC167","p_val_adj<0.05"
"POU3F1",2.22635440098565e-07,-0.527281688042555,0.149,0.25,0.00589649963101048,0.647058823529412,7,0.496124031007752,4,"POU3F1","p_val_adj<0.05"
"SF3B1",2.22968055330084e-07,-0.362670400270034,0.731,0.825,0.00590530894541727,0.318242343541944,11,0.390588235294118,5,"SF3B1","p_val_adj<0.05"
"UQCRC1",2.2347004529442e-07,0.485977438731943,0.786,0.732,0.00591860414962271,0.327137546468401,11,0.376657824933687,6,"UQCRC1","p_val_adj<0.05"
"SYNE2",2.27253489551549e-07,0.385075183499518,0.844,0.777,0.00601880867077276,0.359861591695502,11,0.39,5,"SYNE2","p_val_adj<0.05"
"MIPEPP3",2.2772002878982e-07,1.25470019717799,0.151,0.062,0.00603116496249838,0.754838709677419,7,0.40625,4,"MIPEPP3","p_val_adj<0.05"
"DSC2",2.29698234076293e-07,0.732992211033296,0.367,0.249,0.00608355772951062,0.485411140583554,9,0.40625,6,"DSC2","p_val_adj<0.05"
"BRE-AS1",2.31014419011307e-07,0.623603229313702,0.169,0.072,0.00611841688751447,0.46551724137931,10,0.459459459459459,4,"BRE-AS1","p_val_adj<0.05"
"FAM83H-AS1",2.39034061431278e-07,0.672546040046978,0.315,0.198,0.0063308171170074,0.560371517027864,9,0.411764705882353,5,"FAM83H-AS1","p_val_adj<0.05"
"GNB5",2.39674268612749e-07,0.67878749511608,0.326,0.208,0.00634777300420866,0.355223880597015,8,0.383177570093458,5,"GNB5","p_val_adj<0.05"
"CAD",2.40228302618763e-07,-0.85264588305122,0.167,0.274,0.00636244659485794,0.374269005847953,9,0.390070921985816,5,"CAD","p_val_adj<0.05"
"PPRC1",2.4030740744235e-07,-0.564584935156812,0.33,0.452,0.00636454168611064,0.469026548672566,9,0.369098712446352,5,"PPRC1","p_val_adj<0.05"
"FAM126B",2.41920307720655e-07,-0.648844077044167,0.241,0.361,0.00640725934998156,0.311740890688259,9,0.424731182795699,5,"FAM126B","p_val_adj<0.05"
"MRPL30",2.45557485374908e-07,-0.638313139826615,0.316,0.443,0.00650359000015444,0.396923076923077,10,0.526315789473684,5,"MRPL30","p_val_adj<0.05"
"FKBP1AP1",2.47073625150275e-07,-0.402939996255985,0.066,0.15,0.00654374496210503,0.411764705882353,7,0.584415584415584,4,"FKBP1AP1","p_val_adj<0.05"
"FAM134A",2.47508192873839e-07,-0.35602579171531,0.517,0.647,0.00655525448826364,0.327683615819209,11,0.432432432432432,6,"FAM134A","p_val_adj<0.05"
"UBN2",2.48098447057921e-07,-0.312725071481221,0.387,0.511,0.00657088737032904,0.370277078085642,9,0.444866920152091,5,"UBN2","p_val_adj<0.05"
"ABHD17C",2.4904077464907e-07,0.847604592249213,0.532,0.435,0.00659584491658062,0.435897435897436,10,0.392857142857143,6,"ABHD17C","p_val_adj<0.05"
"EFCAB7",2.5315370335126e-07,0.59989369190965,0.182,0.083,0.00670477583325813,0.60427807486631,9,0.465116279069767,4,"EFCAB7","p_val_adj<0.05"
"TEAD3",2.53200784461179e-07,-0.858287327944415,0.333,0.458,0.00670602277645433,0.304093567251462,9,0.355932203389831,6,"TEAD3","p_val_adj<0.05"
"AZIN2",2.53511333894073e-07,1.40408214420146,0.191,0.093,0.00671424767818451,0.397959183673469,8,0.333333333333333,4,"AZIN2","p_val_adj<0.05"
"ANKRD46",2.53838757522333e-07,-0.435155111789076,0.107,0.204,0.00672291949297899,0.309090909090909,9,0.39047619047619,5,"ANKRD46","p_val_adj<0.05"
"GATM",2.54020178165764e-07,-1.2737745874637,0.043,0.111,0.00672772441872026,0.386363636363636,9,0.508771929824561,4,"GATM","p_val_adj<0.05"
"VPS52",2.54694992114588e-07,-0.559720892652391,0.253,0.375,0.00674559686615487,0.334615384615385,9,0.38860103626943,4,"VPS52","p_val_adj<0.05"
"FXR1",2.54886888063408e-07,-0.375254755389182,0.521,0.668,0.00675067923035936,0.338317757009346,11,0.424418604651163,6,"FXR1","p_val_adj<0.05"
"MESDC2",2.56111744372839e-07,0.454329918798749,0.736,0.658,0.00678311954971464,0.354497354497354,11,0.407079646017699,6,"MESDC2","p_val_adj<0.05"
"NAA35",2.58645016312447e-07,0.536625699116675,0.339,0.217,0.00685021325703516,0.344827586206897,10,0.339285714285714,4,"NAA35","p_val_adj<0.05"
"CUEDC1",2.60059333560765e-07,0.568417541885474,0.429,0.303,0.00688767144935687,0.392290249433107,10,0.474358974358974,5,"CUEDC1","p_val_adj<0.05"
"NOP10",2.65320078795349e-07,0.262229074847506,0.816,0.717,0.00702700228689482,0.326968973747017,12,0.401084010840108,6,"NOP10","p_val_adj<0.05"
"PI4KAP2",2.65718428394154e-07,-0.522245704952391,0.1,0.192,0.00703755257601918,0.41747572815534,9,0.393939393939394,4,"PI4KAP2","p_val_adj<0.05"
"RQCD1",2.66362840429403e-07,0.615024633324377,0.726,0.683,0.00705461982877274,0.349865951742627,12,0.420454545454545,6,"RQCD1","p_val_adj<0.05"
"TSPAN14",2.67178759894113e-07,-0.599092067455152,0.436,0.555,0.00707622945579557,0.3125,10,0.391608391608392,6,"TSPAN14","p_val_adj<0.05"
"DGKD",2.71190602796806e-07,-0.395572489370976,0.367,0.501,0.00718248311507342,0.53315649867374,8,0.573643410852713,5,"DGKD","p_val_adj<0.05"
"ZNF117",2.71394273763856e-07,-1.27623769988404,0.194,0.307,0.00718787734063573,0.346733668341709,8,0.341772151898734,5,"ZNF117","p_val_adj<0.05"
"TERF2",2.72076159136782e-07,-0.34802433440804,0.288,0.417,0.00720593707473767,0.317567567567568,10,0.432558139534884,6,"TERF2","p_val_adj<0.05"
"GDPD3",2.73849452489904e-07,-0.950241916961931,0.039,0.105,0.00725290274919511,0.3,7,0.351851851851852,4,"GDPD3","p_val_adj<0.05"
"MEAF6",2.7470044321815e-07,-0.419642100852887,0.704,0.796,0.00727544123863271,0.355463347164592,11,0.368292682926829,6,"MEAF6","p_val_adj<0.05"
"PLEKHF1",2.74963913325457e-07,-0.494797439776001,0.123,0.223,0.00728241924442472,0.404761904761905,9,0.460869565217391,6,"PLEKHF1","p_val_adj<0.05"
"LIME1",2.75251406334834e-07,-1.10430125103487,0.183,0.287,0.00729003349677807,0.414893617021277,8,0.702702702702703,4,"LIME1","p_val_adj<0.05"
"DCBLD2",2.75895569761735e-07,0.400272079965849,0.574,0.452,0.00730709416513955,0.405084745762712,10,0.394849785407725,6,"DCBLD2","p_val_adj<0.05"
"TBPL1",2.7652706024374e-07,0.467708107177215,0.287,0.165,0.00732381919055545,0.450847457627119,8,0.423529411764706,5,"TBPL1","p_val_adj<0.05"
"MON2",2.77161815204941e-07,1.25277413398387,0.5,0.404,0.00734063067570287,0.651072124756335,9,0.543269230769231,5,"MON2","p_val_adj<0.05"
"PRKCDBP",2.77351293849668e-07,0.495236705890841,0.279,0.159,0.00734564901760845,0.501742160278746,8,0.426829268292683,5,"PRKCDBP","p_val_adj<0.05"
"BOLA1",2.79887831849171e-07,-0.406432316068562,0.295,0.421,0.0074128292265253,0.376237623762376,10,0.354838709677419,4,"BOLA1","p_val_adj<0.05"
"IFT81",2.80093900960968e-07,0.612336051391499,0.425,0.311,0.00741828696695124,0.561926605504587,11,0.4375,4,"IFT81","p_val_adj<0.05"
"CCT8",2.81095518624133e-07,0.37780602977121,0.779,0.713,0.00744481481076017,0.35875,11,0.356948228882834,6,"CCT8","p_val_adj<0.05"
"VPS37C",2.81410921876124e-07,1.09763439842362,0.275,0.161,0.00745316826588914,0.347517730496454,9,0.481927710843373,4,"VPS37C","p_val_adj<0.05"
"DNAJC22",2.83227769687745e-07,1.38482046892841,0.14,0.054,0.00750128748017994,0.347222222222222,8,0.571428571428571,5,"DNAJC22","p_val_adj<0.05"
"IMPDH1",2.83272085714356e-07,-0.560474716627161,0.266,0.383,0.00750246119014473,0.406593406593407,8,0.365482233502538,5,"IMPDH1","p_val_adj<0.05"
"RALGAPA1",2.83913645182639e-07,-0.466692136579436,0.381,0.507,0.0075194528926622,0.40153452685422,11,0.436781609195402,5,"RALGAPA1","p_val_adj<0.05"
"ZNF330",2.91260975407307e-07,-0.381751754386682,0.358,0.505,0.00771404693366251,0.355978260869565,10,0.423076923076923,5,"ZNF330","p_val_adj<0.05"
"HENMT1",2.96707126772198e-07,-0.787418740836914,0.087,0.175,0.00785828825256167,0.49438202247191,7,0.488888888888889,5,"HENMT1","p_val_adj<0.05"
"C2CD4A",2.96761699831267e-07,0.942738529043406,0.249,0.142,0.00785973362003111,0.6953125,8,0.712328767123288,4,"C2CD4A","p_val_adj<0.05"
"PHYKPL",2.99522116491545e-07,-0.433940450039376,0.451,0.592,0.00793284325527858,0.375809935205184,11,0.40655737704918,5,"PHYKPL","p_val_adj<0.05"
"KPNA2",3.01020368680493e-07,0.697648478403339,0.56,0.454,0.00797252446450286,0.372173913043478,10,0.474358974358974,6,"KPNA2","p_val_adj<0.05"
"CPQ",3.01138728556997e-07,-0.554858324948702,0.238,0.361,0.00797565922583206,0.290983606557377,10,0.365591397849462,5,"CPQ","p_val_adj<0.05"
"METTL3",3.03863351219966e-07,-0.334573206092857,0.231,0.351,0.00804782085706081,0.379746835443038,8,0.359116022099448,4,"METTL3","p_val_adj<0.05"
"MAF1",3.04195587271789e-07,-0.377669803830785,0.625,0.732,0.00805662012889334,0.309968847352025,12,0.358090185676393,6,"MAF1","p_val_adj<0.05"
"APOBEC3G",3.06119515073681e-07,0.443195482040325,0.224,0.117,0.00810757535672643,0.539130434782609,7,0.483333333333333,5,"APOBEC3G","p_val_adj<0.05"
"SOD1",3.07336667552387e-07,0.312908986362175,0.948,0.93,0.00813981164012497,0.348049281314168,12,0.37160751565762,6,"SOD1","p_val_adj<0.05"
"PEPD",3.08710570719106e-07,-0.360226493802761,0.445,0.577,0.00817619946549553,0.354485776805252,10,0.447811447811448,6,"PEPD","p_val_adj<0.05"
"TPMT",3.14929162368266e-07,-0.433740845245631,0.325,0.454,0.00834089886532353,0.326347305389222,10,0.465811965811966,5,"TPMT","p_val_adj<0.05"
"LARP1",3.16147238197705e-07,0.364926674001447,0.787,0.711,0.00837315960366621,0.378712871287129,10,0.349726775956284,6,"LARP1","p_val_adj<0.05"
"MZT2B",3.22557065161834e-07,0.272945118194242,0.855,0.806,0.00854292387081119,0.351936218678815,11,0.407228915662651,5,"MZT2B","p_val_adj<0.05"
"OBSCN",3.29011645173643e-07,-0.415456080272181,0.099,0.19,0.00871387342242393,0.343137254901961,8,0.469387755102041,5,"OBSCN","p_val_adj<0.05"
"ZNF687",3.29501017108829e-07,-0.977260698186761,0.23,0.338,0.00872683443812733,0.334745762711864,8,0.350574712643678,4,"ZNF687","p_val_adj<0.05"
"ANKRA2",3.33780307584593e-07,0.81978516683844,0.273,0.161,0.00884017144637795,0.392857142857143,8,0.481927710843373,5,"ANKRA2","p_val_adj<0.05"
"UBA52",3.36305337952858e-07,-0.326647839823024,0.953,0.963,0.00890704687568145,0.352400408580184,12,0.372983870967742,6,"UBA52","p_val_adj<0.05"
"PCYT2",3.39386901771388e-07,0.734352674418489,0.426,0.313,0.00898866209341521,0.502283105022831,10,0.434782608695652,6,"PCYT2","p_val_adj<0.05"
"UVRAG",3.39966331097202e-07,-0.275306755914221,0.251,0.379,0.00900400827910939,0.344961240310078,8,0.461538461538462,4,"UVRAG","p_val_adj<0.05"
"PLXNB2",3.41834796781973e-07,0.439733563236057,0.812,0.728,0.00905349459277054,0.382494004796163,11,0.381333333333333,6,"PLXNB2","p_val_adj<0.05"
"BCL3",3.4276446500266e-07,0.653205702231439,0.637,0.515,0.00907811685559544,0.356269113149847,11,0.392452830188679,5,"BCL3","p_val_adj<0.05"
"PSIP1",3.44018084659631e-07,0.521394767549872,0.589,0.483,0.00911131897221032,0.376859504132231,10,0.409638554216867,5,"PSIP1","p_val_adj<0.05"
"NCAPH2",3.45117751636462e-07,-0.506149282158135,0.415,0.534,0.0091404436520917,0.417840375586854,10,0.403636363636364,5,"NCAPH2","p_val_adj<0.05"
"JMJD4",3.47649323729717e-07,-0.667777769191934,0.224,0.342,0.00920749233898156,0.330434782608696,10,0.380681818181818,6,"JMJD4","p_val_adj<0.05"
"BANP",3.50046032749619e-07,-0.637598996939731,0.192,0.301,0.00927096917737366,0.365482233502538,9,0.387096774193548,5,"BANP","p_val_adj<0.05"
"CBR3",3.51580491618871e-07,0.643779144315371,0.331,0.216,0.0093116093205258,0.573529411764706,9,0.486486486486487,5,"CBR3","p_val_adj<0.05"
"RALGDS",3.51691976747196e-07,0.692096022430374,0.42,0.305,0.00931456200414948,0.396751740139211,10,0.343949044585987,5,"RALGDS","p_val_adj<0.05"
"NDRG3",3.52817329634204e-07,-0.36222523232092,0.269,0.406,0.00934436697536189,0.384057971014493,8,0.397129186602871,6,"NDRG3","p_val_adj<0.05"
"CDPF1",3.53377605919313e-07,-0.414627479612681,0.107,0.206,0.009359205892773,0.409090909090909,7,0.462264150943396,5,"CDPF1","p_val_adj<0.05"
"DSN1",3.61253184506989e-07,-0.458462931339147,0.194,0.307,0.00956779059166759,0.477386934673367,8,0.569620253164557,4,"DSN1","p_val_adj<0.05"
"TMEM237",3.62021885820957e-07,0.893099073764557,0.329,0.212,0.00958814964596803,0.378698224852071,10,0.55045871559633,5,"TMEM237","p_val_adj<0.05"
"GNA11",3.64456078908129e-07,0.657710818012153,0.533,0.427,0.0096526192498818,0.39853747714808,11,0.413636363636364,5,"GNA11","p_val_adj<0.05"
"TRIM33",3.65358208804488e-07,-0.678106462665145,0.364,0.491,0.00967651216018686,0.374331550802139,10,0.411067193675889,5,"TRIM33","p_val_adj<0.05"
"CEP104",3.67932364534716e-07,-0.350665181388051,0.395,0.524,0.00974468867470195,0.369458128078818,11,0.411111111111111,5,"CEP104","p_val_adj<0.05"
"ANKRD12",3.69070119090683e-07,-0.360853828042702,0.716,0.827,0.00977482210411674,0.31156462585034,10,0.377934272300469,6,"ANKRD12","p_val_adj<0.05"
"GTF2E2",3.69194262417642e-07,0.331679983623664,0.394,0.274,0.00977811004013125,0.422222222222222,9,0.368794326241135,5,"GTF2E2","p_val_adj<0.05"
"TP53",3.73583863416014e-07,-0.559980293239772,0.371,0.478,0.00989436862257313,0.4750656167979,9,0.422764227642276,6,"TP53","p_val_adj<0.05"
"MAOA",3.75887462647433e-07,-0.47130383581219,0.399,0.524,0.00995537944821728,0.358536585365854,9,0.407407407407407,5,"MAOA","p_val_adj<0.05"
"INPP5E",3.8055426784652e-07,0.648423156024958,0.216,0.109,0.0100789797839151,0.477477477477477,8,0.410714285714286,4,"INPP5E","p_val_adj<0.05"
"SUGT1",3.88214950227403e-07,0.493265606075197,0.565,0.447,0.0102818729567728,0.367241379310345,11,0.51304347826087,4,"SUGT1","p_val_adj<0.05"
"SLC39A13",3.89638659690849e-07,-0.509965428865891,0.377,0.503,0.0103195799019121,0.377260981912145,10,0.413127413127413,6,"SLC39A13","p_val_adj<0.05"
"IRF5",3.91169917474346e-07,0.854862015121992,0.145,0.058,0.0103601352643081,0.604026845637584,7,0.4,4,"IRF5","p_val_adj<0.05"
"MMP25-AS1",3.97726922651425e-07,-0.333401410347811,0.068,0.15,0.010533797546423,0.4,9,0.558441558441558,4,"MMP25-AS1","p_val_adj<0.05"
"DNAL4",3.97877462371583e-07,0.716037845352266,0.447,0.338,0.0105377845909114,0.535947712418301,10,0.316091954022989,6,"DNAL4","p_val_adj<0.05"
"NDFIP2",4.00410833120035e-07,0.663005213999649,0.413,0.289,0.0106048809151841,0.400943396226415,9,0.496644295302013,4,"NDFIP2","p_val_adj<0.05"
"UGP2",4.03497707435983e-07,0.493425944318822,0.72,0.612,0.010686636781442,0.311231393775372,11,0.412698412698413,5,"UGP2","p_val_adj<0.05"
"MED21",4.04477233989953e-07,-0.530485169801336,0.241,0.359,0.0107125795422239,0.42741935483871,10,0.464864864864865,4,"MED21","p_val_adj<0.05"
"ZNF827",4.07368349177873e-07,-0.595495149422611,0.352,0.489,0.010789150727976,0.306629834254144,8,0.388888888888889,5,"ZNF827","p_val_adj<0.05"
"NUDT9",4.07687531907187e-07,-0.741529984200745,0.4,0.509,0.0107976042825619,0.321167883211679,9,0.561068702290076,6,"NUDT9","p_val_adj<0.05"
"EIF2B2",4.08781019461832e-07,0.800216672159072,0.43,0.313,0.0108265653004466,0.393665158371041,9,0.341614906832298,5,"EIF2B2","p_val_adj<0.05"
"GOLT1A",4.09618246789191e-07,-0.560284354879585,0.13,0.233,0.0108487392662117,0.522388059701492,8,0.4,6,"GOLT1A","p_val_adj<0.05"
"NAALADL2",4.12424259237204e-07,0.615567323289481,0.27,0.153,0.0109230565058974,0.472924187725632,9,0.582278481012658,4,"NAALADL2","p_val_adj<0.05"
"GTPBP4",4.16747300587398e-07,-0.297389339885191,0.371,0.513,0.0110375522560572,0.304461942257218,11,0.401515151515151,6,"GTPBP4","p_val_adj<0.05"
"DNAH14",4.17282551079026e-07,-0.412341867300314,0.305,0.441,0.011051728365328,0.434504792332268,8,0.405286343612335,5,"DNAH14","p_val_adj<0.05"
"ZNF605",4.17452956640978e-07,-0.325480964297588,0.097,0.188,0.0110562415566363,0.35,8,0.371134020618557,4,"ZNF605","p_val_adj<0.05"
"SURF6",4.17464887727761e-07,-0.76728986049513,0.284,0.412,0.0110565575514698,0.315068493150685,9,0.433962264150943,5,"SURF6","p_val_adj<0.05"
"MCM5",4.17677242703039e-07,0.884784610202381,0.26,0.151,0.01106218177299,0.367041198501873,10,0.512820512820513,4,"MCM5","p_val_adj<0.05"
"PECAM1",4.19226627125087e-07,1.46739779195446,0.203,0.107,0.0111032172194079,0.528846153846154,8,0.563636363636364,4,"PECAM1","p_val_adj<0.05"
"VPS35",4.20421434979096e-07,-0.311385998183344,0.674,0.796,0.0111348617054214,0.403179190751445,12,0.35609756097561,6,"VPS35","p_val_adj<0.05"
"LOC389906",4.22724009514766e-07,0.697537436107223,0.17,0.074,0.0111958453919986,0.474285714285714,7,0.5,5,"LOC389906","p_val_adj<0.05"
"SSR1",4.23190358942482e-07,-0.286011888414069,0.744,0.843,0.0112081966565916,0.357329842931937,11,0.384792626728111,5,"SSR1","p_val_adj<0.05"
"IWS1",4.242982007938e-07,-0.372735303842727,0.512,0.649,0.0112375378480238,0.306083650190114,10,0.431137724550898,6,"IWS1","p_val_adj<0.05"
"KLHDC3",4.26672347551781e-07,-0.287031111000694,0.403,0.538,0.0113004171249089,0.338164251207729,11,0.404332129963899,6,"KLHDC3","p_val_adj<0.05"
